booking_id,lead_time,market_segment_type,no_of_special_requests,avg_price_per_room,no_of_adults,no_of_weekend_nights,arrival_date,required_car_parking_space,no_of_week_nights,booking_status,rebooked
INNHG_103504,35.0,Online,0,118.8,2,1,05-03-2021,0,3,Not Canceled,
INNHG_103505,277.0,Offline,1,89.14,2,2,05-03-2021,0,5,Not Canceled,
INNHG_103506,59.0,Online,1,123.98,2,1,05-03-2021,0,3,Not Canceled,
INNHG_103507,60.0,Online,1,101.99,2,1,05-03-2021,0,5,Not Canceled,
INNHG_103508,277.0,Offline,1,89.14,2,2,05-03-2021,0,5,Not Canceled,
INNHG_103509,277.0,Offline,1,89.14,2,2,05-03-2021,0,5,Not Canceled,
INNHG_103510,,Offline,3,,2,1,05-03-2021,0,5,Not Canceled,
INNHG_103511,11.0,Online,0,112.88,1,1,05-03-2021,0,0,Not Canceled,
INNHG_103512,232.0,Online,0,100.3,2,1,05-03-2021,0,3,Canceled,No
INNHG_103513,,Online,0,80.0,2,2,05-03-2021,0,5,Canceled,No
INNHG_103514,99.0,Online,0,168.3,3,1,05-03-2021,0,4,Canceled,No
INNHG_103515,11.0,Online,0,154.0,2,1,05-03-2021,0,1,Canceled,No
INNHG_103516,,Online,0,91.2,2,1,05-03-2021,0,2,Canceled,Yes
INNHG_103517,192.0,Online,0,106.0,1,1,05-03-2021,0,2,Canceled,No
INNHG_103518,107.0,Online,1,118.8,2,1,05-03-2021,0,3,Canceled,No
INNHG_103519,23.0,Online,0,93.94,2,1,05-03-2021,0,0,Canceled,No
INNHG_103520,26.0,Online,0,127.2,2,1,05-03-2021,0,3,Canceled,No
INNHG_103521,60.0,Online,1,123.98,2,1,05-03-2021,0,3,Canceled,Yes
INNHG_103522,205.0,Online,2,126.9,2,1,05-03-2021,0,2,Canceled,No
INNHG_103523,196.0,Online,1,116.1,2,1,05-03-2021,1,3,Canceled,No
INNHG_103524,81.0,Offline,0,95.0,2,1,05-03-2021,0,4,Canceled,No
INNHG_103525,12.0,Online,0,154.0,2,1,05-03-2021,0,2,Canceled,No
INNHG_103526,100.0,Online,1,,2,1,05-03-2021,0,3,Canceled,No
INNHG_103527,,Online,2,161.1,2,1,05-03-2021,0,3,Canceled,Yes
INNHG_103528,,Online,1,106.2,2,1,05-03-2021,0,2,Canceled,Yes
INNHG_103529,123.0,Online,1,,2,1,05-03-2021,0,3,Canceled,No
INNHG_103530,107.0,Online,1,,2,1,05-03-2021,0,3,Canceled,No
INNHG_103531,36.0,Online,0,,2,1,05-03-2021,0,0,Canceled,Yes
INNHG_103532,67.0,Online,1,91.2,2,1,05-03-2021,0,2,Canceled,No
INNHG_103533,195.0,Online,0,140.25,3,1,05-03-2021,0,4,Canceled,No
INNHG_103534,107.0,Online,1,118.8,2,1,05-03-2021,0,3,Canceled,Yes
INNHG_103535,49.0,Online,1,,1,1,05-03-2021,0,2,Canceled,Yes
INNHG_103536,203.0,Offline,1,102.08,2,1,05-03-2021,0,3,Canceled,Yes
INNHG_103537,,Online,0,91.2,2,1,05-03-2021,0,2,Canceled,No
INNHG_103538,255.0,Online,0,94.35,1,1,05-03-2021,0,3,Canceled,Yes
INNHG_103539,11.0,Online,0,,2,1,05-03-2021,0,2,Canceled,No
INNHG_103540,,Offline,0,80.0,2,2,05-03-2021,0,5,Canceled,No
INNHG_103541,233.0,Online,1,138.13,2,1,05-03-2021,0,2,Canceled,No
INNHG_103542,41.0,Online,0,,2,1,05-03-2021,0,2,Canceled,No
INNHG_103543,45.0,Online,1,145.2,2,1,05-03-2021,0,2,Canceled,No
INNHG_103544,277.0,Offline,0,80.0,2,2,05-03-2021,0,5,Canceled,No
INNHG_103545,,Online,2,161.1,2,1,05-03-2021,0,2,Canceled,Yes
INNHG_103546,4.0,Online,0,149.0,2,1,05-03-2021,0,1,Canceled,Yes
INNHG_103547,26.0,Online,0,127.2,3,1,05-03-2021,0,3,Canceled,No
INNHG_103548,277.0,Offline,0,80.0,2,2,05-03-2021,0,5,Canceled,No
INNHG_103549,,Online,0,168.3,3,1,05-03-2021,0,0,Canceled,No
INNHG_103550,4.0,Online,0,,2,1,05-03-2021,0,1,Canceled,Yes
INNHG_103551,192.0,Online,2,107.1,2,1,05-03-2021,0,3,Canceled,Yes
INNHG_103552,60.0,Online,1,,2,1,05-03-2021,0,5,Canceled,No
INNHG_103553,19.0,Online,1,145.0,2,1,05-03-2021,0,1,Canceled,Yes
INNHG_103554,277.0,Offline,0,80.0,2,2,05-03-2021,0,5,Canceled,No
INNHG_103555,17.0,Online,1,118.58,2,0,08-03-2021,0,1,Not Canceled,
INNHG_103556,,Online,1,149.4,2,1,08-03-2021,0,3,Not Canceled,
INNHG_103557,58.0,Offline,1,90.95,1,1,08-03-2021,0,3,Not Canceled,
INNHG_103558,69.0,Online,2,168.3,3,1,08-03-2021,0,3,Not Canceled,
INNHG_103559,5.0,Online,2,141.5,2,1,08-03-2021,0,3,Not Canceled,
INNHG_103560,,Online,3,149.4,2,0,08-03-2021,0,3,Not Canceled,
INNHG_103561,31.0,Online,2,112.59,2,0,08-03-2021,0,2,Not Canceled,
INNHG_103562,,Offline,0,,1,0,08-03-2021,0,2,Not Canceled,
INNHG_103563,12.0,Online,2,129.0,2,0,08-03-2021,0,1,Not Canceled,
INNHG_103564,,Online,1,207.9,2,0,08-03-2021,0,3,Not Canceled,
INNHG_103565,6.0,Online,2,161.5,2,1,08-03-2021,0,3,Not Canceled,
INNHG_103566,174.0,Offline,0,,2,0,08-03-2021,0,3,Not Canceled,
INNHG_103567,4.0,Online,1,,1,0,08-03-2021,0,3,Not Canceled,
INNHG_103568,58.0,Online,1,149.4,2,0,08-03-2021,0,2,Not Canceled,
INNHG_103569,135.0,Offline,0,80.75,2,2,08-03-2021,0,4,Not Canceled,
INNHG_103570,9.0,Online,3,169.0,1,0,08-03-2021,1,1,Not Canceled,
INNHG_103571,0.0,Online,0,149.0,2,0,08-03-2021,0,1,Not Canceled,
INNHG_103572,65.0,Online,2,125.1,2,0,08-03-2021,0,1,Not Canceled,
INNHG_103573,183.0,Offline,0,100.0,1,0,08-03-2021,0,3,Not Canceled,
INNHG_103574,71.0,Online,2,,2,1,08-03-2021,0,3,Not Canceled,
INNHG_103575,,Online,1,,2,0,08-03-2021,0,3,Not Canceled,
INNHG_103576,23.0,Online,1,130.0,2,0,08-03-2021,0,2,Not Canceled,
INNHG_103577,6.0,Online,2,161.5,2,1,08-03-2021,0,3,Not Canceled,
INNHG_103578,31.0,Online,2,112.59,2,0,08-03-2021,0,2,Not Canceled,
INNHG_103579,37.0,Offline,0,90.0,1,0,08-03-2021,0,2,Not Canceled,
INNHG_103580,68.0,Online,1,149.4,2,1,08-03-2021,0,3,Not Canceled,
INNHG_103581,39.0,Online,1,125.1,2,0,08-03-2021,0,1,Not Canceled,
INNHG_103582,16.0,Online,1,138.0,1,0,08-03-2021,0,1,Not Canceled,
INNHG_103583,,Online,1,145.4,2,0,08-03-2021,0,3,Not Canceled,
INNHG_103584,90.0,Online,2,149.4,2,0,08-03-2021,0,1,Not Canceled,
INNHG_103585,147.0,Online,2,111.19,2,1,08-03-2021,0,3,Not Canceled,
INNHG_103586,,Online,2,201.5,2,0,08-03-2021,0,2,Not Canceled,
INNHG_103587,67.0,Online,2,183.6,2,2,08-03-2021,0,4,Not Canceled,
INNHG_103588,176.0,Online,0,,1,0,08-03-2021,0,0,Not Canceled,
INNHG_103589,,Online,2,135.9,2,0,08-03-2021,0,2,Not Canceled,
INNHG_103590,97.0,Offline,0,112.6,2,2,08-03-2021,0,3,Not Canceled,
INNHG_103591,6.0,Online,1,108.99,2,0,08-03-2021,0,3,Not Canceled,
INNHG_103592,69.0,Online,1,149.4,2,1,08-03-2021,0,3,Not Canceled,
INNHG_103593,90.0,Online,2,,2,0,08-03-2021,1,1,Not Canceled,
INNHG_103594,0.0,Online,4,0.0,1,0,08-03-2021,0,1,Not Canceled,
INNHG_103595,154.0,Online,3,,2,0,08-03-2021,0,3,Not Canceled,
INNHG_103596,,Offline,1,90.95,2,1,08-03-2021,0,3,Not Canceled,
INNHG_103597,9.0,Online,3,168.0,2,0,08-03-2021,1,1,Not Canceled,
INNHG_103598,,Online,1,,2,2,08-03-2021,0,6,Not Canceled,
INNHG_103599,,Online,0,70.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103600,176.0,Online,0,,2,0,08-03-2021,0,3,Canceled,No
INNHG_103601,433.0,Online,0,70.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103602,246.0,Online,1,81.77,2,0,08-03-2021,0,3,Canceled,Yes
INNHG_103603,,Online,1,130.5,2,0,08-03-2021,1,3,Canceled,Yes
INNHG_103604,183.0,Online,1,110.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103605,161.0,Online,0,116.1,1,0,08-03-2021,0,3,Canceled,No
INNHG_103606,433.0,Online,0,70.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103607,126.0,Online,0,118.8,2,0,08-03-2021,0,3,Canceled,No
INNHG_103608,,Online,0,70.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103609,433.0,Online,0,70.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103610,183.0,Online,1,110.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103611,183.0,Online,0,110.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103612,155.0,Online,2,143.1,2,0,08-03-2021,0,1,Canceled,No
INNHG_103613,,Online,0,,2,1,08-03-2021,0,3,Canceled,No
INNHG_103614,201.0,Online,2,119.85,2,1,08-03-2021,0,3,Canceled,Yes
INNHG_103615,183.0,Online,1,110.0,2,0,08-03-2021,0,3,Canceled,Yes
INNHG_103616,433.0,Online,0,70.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103617,81.0,Online,1,,2,0,08-03-2021,0,3,Canceled,No
INNHG_103618,183.0,Online,1,110.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103619,183.0,Online,1,,2,0,08-03-2021,0,3,Canceled,No
INNHG_103620,176.0,Online,0,125.1,2,0,08-03-2021,0,3,Canceled,Yes
INNHG_103621,129.0,Online,0,,2,0,08-03-2021,0,3,Canceled,No
INNHG_103622,161.0,Offline,0,,1,0,08-03-2021,0,3,Canceled,Yes
INNHG_103623,33.0,Online,0,135.9,2,2,08-03-2021,0,3,Canceled,No
INNHG_103624,206.0,Online,1,126.9,1,0,08-03-2021,0,3,Canceled,No
INNHG_103625,183.0,Offline,1,110.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103626,,Offline,1,,2,0,08-03-2021,0,3,Canceled,Yes
INNHG_103627,,Offline,0,125.1,2,0,08-03-2021,0,3,Canceled,No
INNHG_103628,433.0,Offline,0,70.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103629,183.0,Offline,1,,2,0,08-03-2021,0,3,Canceled,Yes
INNHG_103630,176.0,Offline,0,125.1,2,0,08-03-2021,0,3,Canceled,No
INNHG_103631,163.0,Offline,0,110.0,2,0,08-03-2021,0,3,Canceled,Yes
INNHG_103632,,Online,0,129.6,2,0,08-03-2021,0,1,Canceled,No
INNHG_103633,,Offline,1,110.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103634,63.0,Online,1,149.4,2,0,08-03-2021,0,3,Canceled,No
INNHG_103635,163.0,Offline,0,110.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103636,213.0,Online,1,,2,0,08-03-2021,0,3,Canceled,No
INNHG_103637,176.0,Offline,0,125.1,2,0,08-03-2021,0,3,Canceled,No
INNHG_103638,433.0,Offline,0,,2,0,08-03-2021,0,3,Canceled,Yes
INNHG_103639,176.0,Offline,0,,2,0,08-03-2021,0,3,Canceled,No
INNHG_103640,183.0,Offline,1,110.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103641,176.0,Offline,0,125.1,2,0,08-03-2021,0,3,Canceled,No
INNHG_103642,,Online,0,149.4,2,2,08-03-2021,0,5,Canceled,Yes
INNHG_103643,176.0,Offline,0,116.1,1,0,08-03-2021,0,3,Canceled,No
INNHG_103644,175.0,Online,0,86.36,2,1,08-03-2021,0,3,Canceled,No
INNHG_103645,433.0,Offline,0,70.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103646,433.0,Offline,0,70.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103647,50.0,Online,1,135.9,2,1,08-03-2021,0,3,Canceled,No
INNHG_103648,190.0,Online,0,165.6,2,0,08-03-2021,0,3,Canceled,No
INNHG_103649,81.0,Online,0,168.3,3,0,08-03-2021,0,3,Canceled,No
INNHG_103650,,Offline,0,70.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103651,66.0,Online,1,,2,1,08-03-2021,0,3,Canceled,No
INNHG_103652,103.0,Online,0,149.4,2,0,08-03-2021,0,3,Canceled,No
INNHG_103653,246.0,Online,1,,2,0,08-03-2021,0,3,Canceled,Yes
INNHG_103654,183.0,Offline,1,110.0,2,0,08-03-2021,0,3,Canceled,Yes
INNHG_103655,433.0,Offline,0,70.0,2,0,08-03-2021,0,3,Canceled,Yes
INNHG_103656,58.0,Online,0,,2,0,08-03-2021,0,1,Canceled,No
INNHG_103657,433.0,Offline,0,70.0,2,0,08-03-2021,0,3,Canceled,Yes
INNHG_103658,126.0,Online,0,118.8,2,0,08-03-2021,0,3,Canceled,No
INNHG_103659,81.0,Online,1,149.4,2,0,08-03-2021,0,3,Canceled,No
INNHG_103660,163.0,Offline,0,110.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103661,433.0,Offline,0,70.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103662,66.0,Online,1,149.4,2,1,08-03-2021,0,3,Canceled,No
INNHG_103663,183.0,Offline,1,110.0,2,0,08-03-2021,0,3,Canceled,Yes
INNHG_103664,,Offline,0,110.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103665,433.0,Offline,0,70.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103666,433.0,Offline,0,70.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103667,183.0,Offline,1,110.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103668,250.0,Online,2,100.3,2,2,08-03-2021,0,3,Canceled,No
INNHG_103669,126.0,Online,0,,2,0,08-03-2021,0,3,Canceled,No
INNHG_103670,,Online,2,126.9,2,0,08-03-2021,0,3,Canceled,No
INNHG_103671,,Online,1,126.9,2,0,08-03-2021,0,3,Canceled,No
INNHG_103672,,Offline,0,70.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103673,183.0,Offline,1,110.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103674,183.0,Offline,1,110.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103675,23.0,Online,0,,2,0,08-03-2021,0,1,Canceled,No
INNHG_103676,433.0,Offline,0,70.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103677,,Online,1,123.11,1,1,08-03-2021,0,3,Canceled,No
INNHG_103678,,Offline,1,110.0,2,0,08-03-2021,0,3,Canceled,Yes
INNHG_103679,183.0,Offline,1,110.0,2,0,08-03-2021,0,3,Canceled,Yes
INNHG_103680,179.0,Online,2,150.45,3,0,08-03-2021,0,3,Canceled,No
INNHG_103681,176.0,Offline,0,,1,0,08-03-2021,0,3,Canceled,Yes
INNHG_103682,163.0,Offline,0,110.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103683,163.0,Offline,0,110.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103684,433.0,Offline,0,70.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103685,,Online,0,139.0,2,0,08-03-2021,0,2,Canceled,Yes
INNHG_103686,433.0,Offline,0,70.0,2,0,08-03-2021,0,3,Canceled,No
INNHG_103687,68.0,Online,2,166.35,2,1,09-03-2021,0,2,Not Canceled,
INNHG_103688,150.0,Online,1,89.4,2,0,09-03-2021,0,2,Not Canceled,
INNHG_103689,65.0,Online,1,149.4,2,0,09-03-2021,0,2,Not Canceled,
INNHG_103690,18.0,Online,1,145.0,2,1,09-03-2021,0,2,Not Canceled,
INNHG_103691,38.0,Online,1,170.1,2,1,09-03-2021,0,2,Not Canceled,
INNHG_103692,7.0,Online,2,237.0,2,2,09-03-2021,0,3,Not Canceled,
INNHG_103693,,Online,1,125.1,2,0,09-03-2021,0,2,Not Canceled,
INNHG_103694,46.0,Online,0,158.4,2,2,09-03-2021,0,3,Not Canceled,
INNHG_103695,238.0,Offline,0,80.75,2,0,09-03-2021,0,1,Not Canceled,
INNHG_103696,27.0,Online,0,,3,2,09-03-2021,0,2,Not Canceled,
INNHG_103697,47.0,Online,1,125.1,2,0,09-03-2021,0,2,Not Canceled,
INNHG_103698,65.0,Online,1,149.4,2,0,09-03-2021,0,2,Not Canceled,
INNHG_103699,29.0,Online,2,139.0,2,0,09-03-2021,0,1,Not Canceled,
INNHG_103700,7.0,Online,1,134.0,2,2,09-03-2021,0,2,Not Canceled,
INNHG_103701,,Online,0,89.76,2,2,09-03-2021,0,4,Not Canceled,
INNHG_103702,,Online,1,135.9,2,0,09-03-2021,0,2,Not Canceled,
INNHG_103703,43.0,Online,2,135.9,2,0,09-03-2021,0,1,Not Canceled,
INNHG_103704,34.0,Online,1,135.9,2,0,09-03-2021,0,2,Not Canceled,
INNHG_103705,164.0,Offline,3,116.45,2,2,09-03-2021,0,4,Not Canceled,
INNHG_103706,,Online,2,109.45,0,1,09-03-2021,0,2,Not Canceled,
INNHG_103707,84.0,Online,2,177.3,3,0,09-03-2021,0,2,Not Canceled,
INNHG_103708,8.0,Online,2,158.0,2,0,09-03-2021,1,1,Not Canceled,
INNHG_103709,0.0,Online,1,0.0,2,0,09-03-2021,1,1,Not Canceled,
INNHG_103710,39.0,Online,1,,3,2,09-03-2021,0,2,Not Canceled,
INNHG_103711,32.0,Online,2,135.9,2,0,09-03-2021,0,1,Not Canceled,
INNHG_103712,54.0,Offline,1,121.68,2,0,09-03-2021,0,2,Not Canceled,
INNHG_103713,,Online,3,135.9,2,0,09-03-2021,0,2,Not Canceled,
INNHG_103714,52.0,Online,1,125.1,2,0,09-03-2021,0,2,Not Canceled,
INNHG_103715,0.0,Online,1,0.0,2,0,09-03-2021,0,1,Not Canceled,
INNHG_103716,51.0,Online,1,125.1,2,0,09-03-2021,0,2,Not Canceled,
INNHG_103717,0.0,Online,0,,2,0,09-03-2021,0,1,Not Canceled,
INNHG_103718,,Online,2,149.4,1,0,09-03-2021,0,2,Not Canceled,
INNHG_103719,13.0,Online,2,139.0,2,0,09-03-2021,0,1,Not Canceled,
INNHG_103720,36.0,Online,1,112.59,2,0,09-03-2021,0,1,Not Canceled,
INNHG_103721,65.0,Online,1,149.4,2,0,09-03-2021,0,2,Not Canceled,
INNHG_103722,40.0,Online,1,134.1,2,2,09-03-2021,1,2,Not Canceled,
INNHG_103723,,Online,1,125.1,2,0,09-03-2021,0,2,Not Canceled,
INNHG_103724,27.0,Online,0,167.2,2,2,09-03-2021,0,2,Not Canceled,
INNHG_103725,47.0,Online,2,125.1,2,0,09-03-2021,0,2,Not Canceled,
INNHG_103726,33.0,Online,3,125.1,2,0,09-03-2021,0,2,Not Canceled,
INNHG_103727,45.0,Online,1,149.4,2,0,09-03-2021,1,1,Not Canceled,
INNHG_103728,20.0,Online,2,193.05,2,0,09-03-2021,0,2,Not Canceled,
INNHG_103729,57.0,Online,1,125.1,2,1,09-03-2021,0,2,Not Canceled,
INNHG_103730,57.0,Online,1,109.29,2,2,09-03-2021,0,3,Not Canceled,
INNHG_103731,31.0,Online,2,149.4,2,2,09-03-2021,0,2,Not Canceled,
INNHG_103732,47.0,Online,1,125.1,2,0,09-03-2021,0,2,Not Canceled,
INNHG_103733,169.0,Offline,0,80.75,2,0,09-03-2021,0,2,Not Canceled,
INNHG_103734,21.0,Online,1,183.15,2,0,09-03-2021,0,2,Not Canceled,
INNHG_103735,46.0,Offline,0,,2,0,09-03-2021,0,2,Not Canceled,
INNHG_103736,0.0,Online,0,,2,0,09-03-2021,0,1,Not Canceled,
INNHG_103737,,Online,1,168.3,3,1,09-03-2021,0,2,Not Canceled,
INNHG_103738,33.0,Online,1,125.1,2,1,09-03-2021,0,2,Not Canceled,
INNHG_103739,29.0,Online,3,144.68,2,2,09-03-2021,0,2,Not Canceled,
INNHG_103740,,Online,2,168.3,3,0,09-03-2021,0,2,Not Canceled,
INNHG_103741,198.0,Online,0,90.0,2,1,09-03-2021,0,2,Canceled,No
INNHG_103742,,Online,0,130.5,1,0,09-03-2021,0,2,Canceled,Yes
INNHG_103743,198.0,Online,0,90.0,2,1,09-03-2021,0,2,Canceled,No
INNHG_103744,,Online,0,154.0,2,0,09-03-2021,0,1,Canceled,Yes
INNHG_103745,243.0,Online,2,106.2,2,1,09-03-2021,0,2,Canceled,No
INNHG_103746,29.0,Online,0,132.05,2,0,09-03-2021,0,2,Canceled,No
INNHG_103747,92.0,Online,0,149.4,2,2,09-03-2021,0,2,Canceled,No
INNHG_103748,198.0,Online,0,,2,1,09-03-2021,0,2,Canceled,No
INNHG_103749,198.0,Online,0,,2,1,09-03-2021,0,2,Canceled,No
INNHG_103750,243.0,Online,0,104.4,2,1,09-03-2021,0,2,Canceled,No
INNHG_103751,198.0,Offline,0,90.0,2,1,09-03-2021,0,2,Canceled,No
INNHG_103752,198.0,Offline,0,90.0,2,1,09-03-2021,0,2,Canceled,No
INNHG_103753,198.0,Offline,0,90.0,2,1,09-03-2021,0,2,Canceled,No
INNHG_103754,131.0,Online,0,129.6,2,0,09-03-2021,0,2,Canceled,No
INNHG_103755,198.0,Offline,0,90.0,2,1,09-03-2021,0,2,Canceled,No
INNHG_103756,,Online,0,106.2,2,0,09-03-2021,0,1,Canceled,No
INNHG_103757,,Offline,0,90.0,2,1,09-03-2021,0,2,Canceled,No
INNHG_103758,198.0,Offline,0,,2,1,09-03-2021,0,2,Canceled,No
INNHG_103759,65.0,Online,1,149.4,2,0,09-03-2021,0,2,Canceled,No
INNHG_103760,,Online,1,,2,2,09-03-2021,0,2,Canceled,No
INNHG_103761,198.0,Offline,0,90.0,2,1,09-03-2021,0,2,Canceled,Yes
INNHG_103762,198.0,Offline,0,90.0,2,1,09-03-2021,0,2,Canceled,No
INNHG_103763,,Online,0,106.2,1,0,09-03-2021,0,1,Canceled,No
INNHG_103764,132.0,Online,0,,3,2,09-03-2021,0,3,Canceled,Yes
INNHG_103765,174.0,Online,1,119.85,2,2,09-03-2021,0,3,Canceled,No
INNHG_103766,198.0,Offline,0,90.0,2,1,09-03-2021,0,2,Canceled,No
INNHG_103767,198.0,Offline,0,90.0,2,1,09-03-2021,0,2,Canceled,No
INNHG_103768,66.0,Online,0,,3,0,09-03-2021,0,2,Canceled,Yes
INNHG_103769,23.0,Online,0,135.0,2,2,09-03-2021,0,2,Canceled,No
INNHG_103770,198.0,Offline,0,90.0,2,1,09-03-2021,0,2,Canceled,Yes
INNHG_103771,,Offline,0,90.0,2,1,09-03-2021,0,2,Canceled,No
INNHG_103772,198.0,Offline,0,90.0,2,1,09-03-2021,0,2,Canceled,No
INNHG_103773,65.0,Online,1,149.4,2,0,09-03-2021,0,1,Canceled,No
INNHG_103774,198.0,Offline,0,,2,1,09-03-2021,0,2,Canceled,No
INNHG_103775,,Online,0,95.4,2,1,09-03-2021,0,2,Canceled,No
INNHG_103776,97.0,Online,0,135.9,2,2,09-03-2021,0,5,Canceled,No
INNHG_103777,198.0,Offline,0,90.0,2,1,09-03-2021,0,2,Canceled,No
INNHG_103778,198.0,Offline,0,,2,1,09-03-2021,0,2,Canceled,No
INNHG_103779,47.0,Online,1,125.1,2,0,09-03-2021,0,2,Canceled,No
INNHG_103780,24.0,Online,1,108.0,1,1,12-03-2021,0,0,Not Canceled,
INNHG_103781,0.0,Online,1,159.0,1,1,12-03-2021,0,0,Not Canceled,
INNHG_103782,39.0,Online,2,,2,1,12-03-2021,0,0,Not Canceled,
INNHG_103783,4.0,Online,1,110.11,1,1,12-03-2021,0,0,Not Canceled,
INNHG_103784,0.0,Offline,0,120.0,2,1,12-03-2021,0,4,Not Canceled,
INNHG_103785,23.0,Online,1,,2,1,12-03-2021,0,0,Not Canceled,
INNHG_103786,25.0,Online,2,,1,1,12-03-2021,0,0,Not Canceled,
INNHG_103787,88.0,Offline,1,85.0,1,1,12-03-2021,0,0,Not Canceled,
INNHG_103788,60.0,Online,4,168.3,2,1,12-03-2021,0,4,Not Canceled,
INNHG_103789,3.0,Online,1,67.0,1,1,12-03-2021,0,2,Not Canceled,
INNHG_103790,114.0,Online,1,129.6,2,1,12-03-2021,0,4,Not Canceled,
INNHG_103791,,Online,2,149.4,2,1,12-03-2021,0,2,Not Canceled,
INNHG_103792,,Online,1,179.0,2,1,12-03-2021,0,3,Not Canceled,
INNHG_103793,140.0,Online,3,110.19,2,1,12-03-2021,0,2,Not Canceled,
INNHG_103794,18.0,Online,0,,2,1,12-03-2021,0,0,Not Canceled,
INNHG_103795,,Online,1,126.9,2,1,12-03-2021,0,3,Not Canceled,
INNHG_103796,,Online,2,,1,1,12-03-2021,0,0,Not Canceled,
INNHG_103797,,Online,3,138.0,2,1,12-03-2021,1,0,Not Canceled,
INNHG_103798,3.0,Offline,0,,2,1,12-03-2021,0,2,Not Canceled,
INNHG_103799,137.0,Offline,0,89.75,2,1,12-03-2021,0,1,Not Canceled,
INNHG_103800,,Online,2,89.0,2,1,12-03-2021,0,0,Not Canceled,
INNHG_103801,,Offline,0,,1,1,12-03-2021,0,1,Not Canceled,
INNHG_103802,18.0,Online,0,89.0,2,1,12-03-2021,0,0,Not Canceled,
INNHG_103803,6.0,Online,2,129.0,1,1,12-03-2021,0,0,Not Canceled,
INNHG_103804,19.0,Online,0,89.0,2,1,12-03-2021,0,0,Not Canceled,
INNHG_103805,114.0,Online,1,129.6,2,1,12-03-2021,0,4,Not Canceled,
INNHG_103806,19.0,Online,0,,1,1,12-03-2021,0,0,Not Canceled,
INNHG_103807,7.0,Offline,1,65.0,1,1,12-03-2021,0,2,Not Canceled,
INNHG_103808,3.0,Online,2,145.0,1,1,12-03-2021,0,0,Not Canceled,
INNHG_103809,,Online,2,108.0,1,1,12-03-2021,0,0,Not Canceled,
INNHG_103810,,Online,3,89.0,2,1,12-03-2021,0,0,Not Canceled,
INNHG_103811,,Online,0,110.0,1,1,12-03-2021,0,1,Not Canceled,
INNHG_103812,,Online,1,114.73,1,1,12-03-2021,0,1,Not Canceled,
INNHG_103813,3.0,Online,0,67.0,1,1,12-03-2021,0,2,Not Canceled,
INNHG_103814,,Online,1,187.55,2,1,12-03-2021,0,1,Not Canceled,
INNHG_103815,63.0,Online,2,125.1,2,1,12-03-2021,0,1,Not Canceled,
INNHG_103816,187.0,Offline,0,80.75,2,1,12-03-2021,0,4,Not Canceled,
INNHG_103817,6.0,Online,0,106.4,1,1,12-03-2021,0,0,Not Canceled,
INNHG_103818,14.0,Online,1,,2,1,12-03-2021,0,0,Not Canceled,
INNHG_103819,24.0,Online,1,108.0,1,1,12-03-2021,0,0,Not Canceled,
INNHG_103820,13.0,Online,1,134.0,2,1,12-03-2021,0,0,Not Canceled,
INNHG_103821,21.0,Online,2,89.0,2,1,12-03-2021,0,0,Not Canceled,
INNHG_103822,20.0,Online,2,89.0,1,1,12-03-2021,0,0,Not Canceled,
INNHG_103823,30.0,Online,0,137.52,2,1,12-03-2021,0,3,Not Canceled,
INNHG_103824,18.0,Online,0,,2,1,12-03-2021,0,0,Not Canceled,
INNHG_103825,172.0,Offline,1,80.75,2,1,12-03-2021,0,2,Not Canceled,
INNHG_103826,,Online,1,108.0,1,1,12-03-2021,0,0,Not Canceled,
INNHG_103827,46.0,Offline,0,120.0,1,1,12-03-2021,0,3,Not Canceled,
